Verkehrstage;Starthafen;Abfahrt;Schiff;Zielhafen;Ankunft;Verkehrsart;Bezeichnung;Rundfahrt;Kapazität;Sicht+buchbar;Handkasse;Automat;Spezial;Urlaubsservice;Kurbeitragskontrolle;Banderole ;Ein-Aussteiger
03.07.2019;NS;10:00:00;SP2;SP;10:40:00;1;Fahrplan 2019;0;1;1;1;1;;1;0;Banderole 1;0
04.07.2019;NS;11:00:00;SP2;SP;11:40:00;1;Fahrplan 2019;0;1;1;1;1;;1;0;Banderole 1;0
04.07.2019;NS;16:10:00;SP2;SP;16:50:00;1;Fahrplan 2019;0;1;1;1;1;;1;0;Banderole 1;0
05.07.2019;NS;17:00:00;SP2;SP;17:40:00;1;Fahrplan 2019;0;1;1;1;1;;1;0;Banderole 1;0
06.07.2019;NS;12:45:00;SP2;SP;13:25:00;1;Fahrplan 2019;0;1;1;1;1;;1;0;Banderole 1;0
06.07.2019;NS;17:45:00;SP2;SP;18:25:00;1;Fahrplan 2019;0;1;1;1;1;;1;0;Banderole 1;0
08.07.2019;NS;14:00:00;SP2;SP;14:40:00;1;Fahrplan 2019;0;1;1;1;1;;1;0;Banderole 1;0
10.07.2019;NS;09:00:00;SP2;SP;09:40:00;1;Fahrplan 2019;0;1;1;1;1;;1;0;Banderole 1;0
10.07.2019;NS;17:45:00;SP2;SP;18:25:00;1;Fahrplan 2019;0;1;1;1;1;;1;0;Banderole 1;0
11.07.2019;NS;09:45:00;SP2;SP;10:25:00;1;Fahrplan 2019;0;1;1;1;1;;1;0;Banderole 1;0
11.07.2019;NS;18:45:00;SP2;SP;19:25:00;1;Fahrplan 2019;0;1;1;1;1;;1;0;Banderole 1;0
12.07.2019;NS;10:30:00;SP2;SP;11:10:00;1;Fahrplan 2019;0;1;1;1;1;;1;0;Banderole 1;0
12.07.2019;NS;19:00:00;SP2;SP;19:40:00;1;Fahrplan 2019;0;1;1;1;1;;1;0;Banderole 1;0
13.07.2019;NS;10:00:00;SP2;SP;10:40:00;1;Fahrplan 2019;0;1;1;1;1;;1;0;Banderole 1;0
13.07.2019;NS;19:45:00;SP2;SP;20:25:00;1;Fahrplan 2019;0;1;1;1;1;;1;0;Banderole 1;0
14.07.2019;NS;10:45:00;SP2;SP;11:25:00;1;Fahrplan 2019;0;1;1;1;1;;1;0;Banderole 1;0
14.07.2019;NS;20:15:00;SP2;SP;20:55:00;1;Fahrplan 2019;0;1;1;1;1;;1;0;Banderole 1;0
15.07.2019;NS;10:00:00;SP2;SP;10:40:00;1;Fahrplan 2019;0;1;1;1;1;;1;0;Banderole 1;0
